Store,Dept,Date,Predicted_Sales
1,4,2013-04-19,16436.017999999996
1,4,2013-04-26,16436.017999999996
1,4,2013-05-03,13818.221875000003
1,4,2013-05-10,13818.221875000003
1,4,2013-05-17,13818.221875000003
1,4,2013-05-24,13818.221875000003
1,4,2013-05-31,13818.221875000003
1,4,2013-06-07,13818.221875000003
1,4,2013-06-14,13818.221875000003
1,4,2013-06-21,13818.221875000003
1,4,2013-06-28,13818.221875000003
1,4,2013-07-05,13818.221875000003
1,4,2013-07-12,13818.221875000003
1,4,2013-07-19,13818.221875000003
1,4,2013-07-26,13818.221875000003
1,5,2012-11-02,16436.017999999996
1,5,2012-11-09,16436.017999999996
1,5,2012-11-16,16436.017999999996
1,5,2012-11-23,16436.017999999996
1,5,2012-11-30,16436.017999999996
1,5,2012-12-07,16436.017999999996
1,5,2012-12-14,16436.017999999996
1,5,2012-12-21,16436.017999999996
1,5,2012-12-28,16436.017999999996
1,5,2013-01-04,16436.017999999996
1,5,2013-01-11,16436.017999999996
1,5,2013-01-18,16436.017999999996
1,5,2013-01-25,16436.017999999996
1,5,2013-02-01,16436.017999999996
1,5,2013-02-08,16436.017999999996
1,5,2013-02-15,16436.017999999996
1,5,2013-02-22,16436.017999999996
1,5,2013-03-01,16436.017999999996
1,5,2013-03-08,16436.017999999996
1,5,2013-03-15,16436.017999999996
1,5,2013-03-22,16436.017999999996
1,5,2013-03-29,16436.017999999996
1,5,2013-04-05,16436.017999999996
1,5,2013-04-12,16436.017999999996
1,5,2013-04-19,16436.017999999996
1,5,2013-04-26,16436.017999999996
1,5,2013-05-03,13818.221875000003
1,5,2013-05-10,13818.221875000003
1,5,2013-05-17,13818.221875000003
1,5,2013-05-24,13818.221875000003
1,5,2013-05-31,13818.221875000003
1,5,2013-06-07,13818.221875000003
1,5,2013-06-14,13818.221875000003
1,5,2013-06-21,13818.221875000003
1,5,2013-06-28,13818.221875000003
1,5,2013-07-05,13818.221875000003
1,5,2013-07-12,13818.221875000003
1,5,2013-07-19,13818.221875000003
1,5,2013-07-26,13818.221875000003
1,6,2012-11-02,16436.017999999996
1,6,2012-11-09,16436.017999999996
1,6,2012-11-16,16436.017999999996
1,6,2012-11-23,16436.017999999996
1,6,2012-11-30,16436.017999999996
1,6,2012-12-07,16436.017999999996
1,6,2012-12-14,16436.017999999996
1,6,2012-12-21,16436.017999999996
1,6,2012-12-28,16436.017999999996
1,6,2013-01-04,16436.017999999996
1,6,2013-01-11,16436.017999999996
1,6,2013-01-18,16436.017999999996
1,6,2013-01-25,16436.017999999996
1,6,2013-02-01,16436.017999999996
1,6,2013-02-08,16436.017999999996
1,6,2013-02-15,16436.017999999996
1,6,2013-02-22,16436.017999999996
1,6,2013-03-01,16436.017999999996
1,6,2013-03-08,16436.017999999996
1,6,2013-03-15,16436.017999999996
1,6,2013-03-22,16436.017999999996
1,6,2013-03-29,16436.017999999996
1,6,2013-04-05,16436.017999999996
1,6,2013-04-12,16436.017999999996
1,6,2013-04-19,16436.017999999996
1,6,2013-04-26,16436.017999999996
1,6,2013-05-03,13818.221875000003
1,6,2013-05-10,13818.221875000003
1,6,2013-05-17,13818.221875000003
1,6,2013-05-24,13818.221875000003
1,6,2013-05-31,13818.221875000003
1,6,2013-06-07,13818.221875000003
1,6,2013-06-14,13818.221875000003
1,6,2013-06-21,13818.221875000003
1,6,2013-06-28,13818.221875000003
1,6,2013-07-05,13818.221875000003
1,6,2013-07-12,13818.221875000003
1,6,2013-07-19,13818.221875000003
1,6,2013-07-26,13818.221875000003
1,7,2012-11-02,16436.017999999996
1,7,2012-11-09,16436.017999999996
1,7,2012-11-16,16436.017999999996
1,7,2012-11-23,16436.017999999996
1,7,2012-11-30,16436.017999999996
1,7,2012-12-07,16436.017999999996
1,7,2012-12-14,16436.017999999996
1,7,2012-12-21,16436.017999999996
1,7,2012-12-28,16436.017999999996
1,7,2013-01-04,16436.017999999996
1,7,2013-01-11,16436.017999999996
1,7,2013-01-18,16436.017999999996
1,7,2013-01-25,16436.017999999996
1,7,2013-02-01,16436.017999999996
1,7,2013-02-08,16436.017999999996
1,7,2013-02-15,16436.017999999996
1,7,2013-02-22,16436.017999999996
1,7,2013-03-01,16436.017999999996
1,7,2013-03-08,16436.017999999996
1,7,2013-03-15,16436.017999999996
1,7,2013-03-22,16436.017999999996
1,7,2013-03-29,16436.017999999996
1,7,2013-04-05,16436.017999999996
1,7,2013-04-12,16436.017999999996
1,7,2013-04-19,16436.017999999996
1,7,2013-04-26,16436.017999999996
1,7,2013-05-03,13818.221875000003
1,7,2013-05-10,13818.221875000003
1,7,2013-05-17,13818.221875000003
1,7,2013-05-24,13818.221875000003
1,7,2013-05-31,13818.221875000003
1,7,2013-06-07,13818.221875000003
1,7,2013-06-14,13818.221875000003
1,7,2013-06-21,13818.221875000003
1,7,2013-06-28,13818.221875000003
1,7,2013-07-05,13818.221875000003
1,7,2013-07-12,13818.221875000003
1,7,2013-07-19,13818.221875000003
1,7,2013-07-26,13818.221875000003
1,8,2012-11-02,16436.017999999996
1,8,2012-11-09,16436.017999999996
1,8,2012-11-16,16436.017999999996
1,8,2012-11-23,16436.017999999996
1,8,2012-11-30,16436.017999999996
1,8,2012-12-07,16436.017999999996
1,8,2012-12-14,16436.017999999996
1,8,2012-12-21,16436.017999999996
1,8,2012-12-28,16436.017999999996
1,8,2013-01-04,16436.017999999996
1,8,2013-01-11,16436.017999999996
1,8,2013-01-18,16436.017999999996
1,8,2013-01-25,16436.017999999996
1,8,2013-02-01,16436.017999999996
1,8,2013-02-08,16436.017999999996
1,8,2013-02-15,16436.017999999996
1,8,2013-02-22,16436.017999999996
1,8,2013-03-01,16436.017999999996
1,8,2013-03-08,16436.017999999996
1,8,2013-03-15,16436.017999999996
1,8,2013-03-22,16436.017999999996
1,8,2013-03-29,16436.017999999996
1,8,2013-04-05,16436.017999999996
1,8,2013-04-12,16436.017999999996
1,8,2013-04-19,16436.017999999996
1,8,2013-04-26,16436.017999999996
1,8,2013-05-03,13818.221875000003
1,8,2013-05-10,13818.221875000003
1,8,2013-05-17,13818.221875000003
1,8,2013-05-24,13818.221875000003
1,8,2013-05-31,13818.221875000003
1,8,2013-06-07,13818.221875000003
1,8,2013-06-14,13818.221875000003
1,8,2013-06-21,13818.221875000003
1,8,2013-06-28,13818.221875000003
1,8,2013-07-05,13818.221875000003
1,8,2013-07-12,13818.221875000003
1,8,2013-07-19,13818.221875000003
1,8,2013-07-26,13818.221875000003
1,9,2012-11-02,16436.017999999996
1,9,2012-11-09,16436.017999999996
1,9,2012-11-16,16436.017999999996
1,9,2012-11-23,16436.017999999996
1,9,2012-11-30,16436.017999999996
1,9,2012-12-07,16436.017999999996
1,9,2012-12-14,16436.017999999996
1,9,2012-12-21,16436.017999999996
1,9,2012-12-28,16436.017999999996
1,9,2013-01-04,16436.017999999996
1,9,2013-01-11,16436.017999999996
1,9,2013-01-18,16436.017999999996
1,9,2013-01-25,16436.017999999996
1,9,2013-02-01,16436.017999999996
1,9,2013-02-08,16436.017999999996
1,9,2013-02-15,16436.017999999996
1,9,2013-02-22,16436.017999999996
1,9,2013-03-01,16436.017999999996
1,9,2013-03-08,16436.017999999996
1,9,2013-03-15,16436.017999999996
1,9,2013-03-22,16436.017999999996
1,9,2013-03-29,16436.017999999996
1,9,2013-04-05,16436.017999999996
1,9,2013-04-12,16436.017999999996
1,9,2013-04-19,16436.017999999996
1,9,2013-04-26,16436.017999999996
1,9,2013-05-03,13818.221875000003
1,9,2013-05-10,13818.221875000003
1,9,2013-05-17,13818.221875000003
1,9,2013-05-24,13818.221875000003
1,9,2013-05-31,13818.221875000003
1,9,2013-06-07,13818.221875000003
1,9,2013-06-14,13818.221875000003
1,9,2013-06-21,13818.221875000003
1,9,2013-06-28,13818.221875000003
1,9,2013-07-05,13818.221875000003
1,9,2013-07-12,13818.221875000003
1,9,2013-07-19,13818.221875000003
1,9,2013-07-26,13818.221875000003
1,10,2012-11-02,16436.017999999996
1,10,2012-11-09,16436.017999999996
1,10,2012-11-16,16436.017999999996
1,10,2012-11-23,16436.017999999996
1,10,2012-11-30,16436.017999999996
1,10,2012-12-07,16436.017999999996
1,10,2012-12-14,16436.017999999996
1,10,2012-12-21,16436.017999999996
1,10,2012-12-28,16436.017999999996
1,10,2013-01-04,16436.017999999996
1,10,2013-01-11,16436.017999999996
1,10,2013-01-18,16436.017999999996
1,10,2013-01-25,16436.017999999996
1,10,2013-02-01,16436.017999999996
1,10,2013-02-08,16436.017999999996
1,10,2013-02-15,16436.017999999996
1,10,2013-02-22,16436.017999999996
1,10,2013-03-01,16436.017999999996
1,10,2013-03-08,16436.017999999996
1,10,2013-03-15,16436.017999999996
1,10,2013-03-22,16436.017999999996
1,10,2013-03-29,16436.017999999996
1,10,2013-04-05,16436.017999999996
1,10,2013-04-12,16436.017999999996
1,10,2013-04-19,16436.017999999996
1,10,2013-04-26,16436.017999999996
1,10,2013-05-03,13818.221875000003
1,10,2013-05-10,13818.221875000003
1,10,2013-05-17,13818.221875000003
1,10,2013-05-24,13818.221875000003
1,10,2013-05-31,13818.221875000003
1,10,2013-06-07,13818.221875000003
1,10,2013-06-14,13818.221875000003
1,10,2013-06-21,13818.221875000003
1,10,2013-06-28,13818.221875000003
1,10,2013-07-05,13818.221875000003
1,10,2013-07-12,13818.221875000003
1,10,2013-07-19,13818.221875000003
1,10,2013-07-26,13818.221875000003
1,11,2012-11-02,16436.017999999996
1,11,2012-11-09,16436.017999999996
1,11,2012-11-16,16436.017999999996
1,11,2012-11-23,16436.017999999996
1,11,2012-11-30,16436.017999999996
1,11,2012-12-07,16436.017999999996
1,11,2012-12-14,16436.017999999996
1,11,2012-12-21,16436.017999999996
1,11,2012-12-28,16436.017999999996
1,11,2013-01-04,16436.017999999996
1,11,2013-01-11,16436.017999999996
1,11,2013-01-18,16436.017999999996
1,11,2013-01-25,16436.017999999996
1,11,2013-02-01,16436.017999999996
1,11,2013-02-08,16436.017999999996
1,11,2013-02-15,16436.017999999996
1,11,2013-02-22,16436.017999999996
1,11,2013-03-01,16436.017999999996
1,11,2013-03-08,16436.017999999996
1,11,2013-03-15,16436.017999999996
1,11,2013-03-22,16436.017999999996
1,11,2013-03-29,16436.017999999996
1,11,2013-04-05,16436.017999999996
1,11,2013-04-12,16436.017999999996
1,11,2013-04-19,16436.017999999996
1,11,2013-04-26,16436.017999999996
1,11,2013-05-03,13818.221875000003
1,11,2013-05-10,13818.221875000003
1,11,2013-05-17,13818.221875000003
1,11,2013-05-24,13818.221875000003
1,11,2013-05-31,13818.221875000003
1,11,2013-06-07,13818.221875000003
1,11,2013-06-14,13818.221875000003
1,11,2013-06-21,13818.221875000003
1,11,2013-06-28,13818.221875000003
1,11,2013-07-05,13818.221875000003
1,11,2013-07-12,13818.221875000003
1,11,2013-07-19,13818.221875000003
1,11,2013-07-26,13818.221875000003
1,12,2012-11-02,16436.017999999996
1,12,2012-11-09,16436.017999999996
1,12,2012-11-16,16436.017999999996
1,12,2012-11-23,16436.017999999996
1,12,2012-11-30,16436.017999999996
1,12,2012-12-07,16436.017999999996
1,12,2012-12-14,16436.017999999996
1,12,2012-12-21,16436.017999999996
1,12,2012-12-28,16436.017999999996
1,12,2013-01-04,16436.017999999996
1,12,2013-01-11,16436.017999999996
1,12,2013-01-18,16436.017999999996
1,12,2013-01-25,16436.017999999996
1,12,2013-02-01,16436.017999999996
1,12,2013-02-08,16436.017999999996
1,12,2013-02-15,16436.017999999996
1,12,2013-02-22,16436.017999999996
1,12,2013-03-01,16436.017999999996
1,12,2013-03-08,16436.017999999996
1,12,2013-03-15,16436.017999999996
1,12,2013-03-22,16436.017999999996
1,12,2013-03-29,16436.017999999996
1,12,2013-04-05,16436.017999999996
1,12,2013-04-12,16436.017999999996
1,12,2013-04-19,16436.017999999996
1,12,2013-04-26,16436.017999999996
1,12,2013-05-03,13818.221875000003
1,12,2013-05-10,13818.221875000003
1,12,2013-05-17,13818.221875000003
1,12,2013-05-24,13818.221875000003
1,12,2013-05-31,13818.221875000003
1,12,2013-06-07,13818.221875000003
1,12,2013-06-14,13818.221875000003
1,12,2013-06-21,13818.221875000003
1,12,2013-06-28,13818.221875000003
1,12,2013-07-05,13818.221875000003
1,12,2013-07-12,13818.221875000003
1,12,2013-07-19,13818.221875000003
1,12,2013-07-26,13818.221875000003
1,13,2012-11-02,16436.017999999996
1,13,2012-11-09,16436.017999999996
1,13,2012-11-16,16436.017999999996
1,13,2012-11-23,16436.017999999996
1,13,2012-11-30,16436.017999999996
1,13,2012-12-07,16436.017999999996
1,13,2012-12-14,16436.017999999996
1,13,2012-12-21,16436.017999999996
1,13,2012-12-28,16436.017999999996
1,13,2013-01-04,16436.017999999996
1,13,2013-01-11,16436.017999999996
1,13,2013-01-18,16436.017999999996
1,13,2013-01-25,16436.017999999996
1,13,2013-02-01,16436.017999999996
1,13,2013-02-08,16436.017999999996
1,13,2013-02-15,16436.017999999996
1,13,2013-02-22,16436.017999999996
1,13,2013-03-01,16436.017999999996
1,13,2013-03-08,16436.017999999996
1,13,2013-03-15,16436.017999999996
1,13,2013-03-22,16436.017999999996
1,13,2013-03-29,16436.017999999996
1,13,2013-04-05,16436.017999999996
1,13,2013-04-12,16436.017999999996
1,13,2013-04-19,16436.017999999996
1,13,2013-04-26,16436.017999999996
1,13,2013-05-03,13818.221875000003
1,13,2013-05-10,13818.221875000003
1,13,2013-05-17,13818.221875000003
1,13,2013-05-24,13818.221875000003
1,13,2013-05-31,13818.221875000003
1,13,2013-06-07,13818.221875000003
1,13,2013-06-14,13818.221875000003
1,13,2013-06-21,13818.221875000003
1,13,2013-06-28,13818.221875000003
1,13,2013-07-05,13818.221875000003
1,13,2013-07-12,13818.221875000003
1,13,2013-07-19,13818.221875000003
1,13,2013-07-26,13818.221875000003
1,14,2012-11-02,16436.017999999996
1,14,2012-11-09,16436.017999999996
1,14,2012-11-16,16436.017999999996
1,14,2012-11-23,16436.017999999996
1,14,2012-11-30,16436.017999999996
1,14,2012-12-07,16436.017999999996
1,14,2012-12-14,16436.017999999996
1,14,2012-12-21,16436.017999999996
1,14,2012-12-28,16436.017999999996
1,14,2013-01-04,16436.017999999996
1,14,2013-01-11,16436.017999999996
1,14,2013-01-18,16436.017999999996
1,14,2013-01-25,16436.017999999996
1,14,2013-02-01,16436.017999999996
1,14,2013-02-08,16436.017999999996
1,14,2013-02-15,16436.017999999996
1,14,2013-02-22,16436.017999999996
1,14,2013-03-01,16436.017999999996
1,14,2013-03-08,16436.017999999996
1,14,2013-03-15,16436.017999999996
1,14,2013-03-22,16436.017999999996
1,14,2013-03-29,16436.017999999996
1,14,2013-04-05,16436.017999999996
1,14,2013-04-12,16436.017999999996
1,14,2013-04-19,16436.017999999996
1,14,2013-04-26,16436.017999999996
1,14,2013-05-03,13818.221875000003
1,14,2013-05-10,13818.221875000003
1,14,2013-05-17,13818.221875000003
1,14,2013-05-24,13818.221875000003
1,14,2013-05-31,13818.221875000003
1,14,2013-06-07,13818.221875000003
1,14,2013-06-14,13818.221875000003
1,14,2013-06-21,13818.221875000003
1,14,2013-06-28,13818.221875000003
1,14,2013-07-05,13818.221875000003
1,14,2013-07-12,13818.221875000003
1,14,2013-07-19,13818.221875000003
1,14,2013-07-26,13818.221875000003
1,16,2012-11-02,16436.017999999996
1,16,2012-11-09,16436.017999999996
1,16,2012-11-16,16436.017999999996
1,16,2012-11-23,16436.017999999996
1,16,2012-11-30,16436.017999999996
1,16,2012-12-07,16436.017999999996
1,16,2012-12-14,16436.017999999996
1,16,2012-12-21,16436.017999999996
1,16,2012-12-28,16436.017999999996
1,16,2013-01-04,16436.017999999996
1,16,2013-01-11,16436.017999999996
1,16,2013-01-18,16436.017999999996
1,16,2013-01-25,16436.017999999996
1,16,2013-02-01,16436.017999999996
1,16,2013-02-08,16436.017999999996
1,16,2013-02-15,16436.017999999996
1,16,2013-02-22,16436.017999999996
1,16,2013-03-01,16436.017999999996
1,16,2013-03-08,16436.017999999996
1,16,2013-03-15,16436.017999999996
1,16,2013-03-22,16436.017999999996
1,16,2013-03-29,16436.017999999996
1,16,2013-04-05,16436.017999999996
1,16,2013-04-12,16436.017999999996
1,16,2013-04-19,16436.017999999996
1,16,2013-04-26,16436.017999999996
1,16,2013-05-03,13818.221875000003
1,16,2013-05-10,13818.221875000003
1,16,2013-05-17,13818.221875000003
1,16,2013-05-24,13818.221875000003
1,16,2013-05-31,13818.221875000003
1,16,2013-06-07,13818.221875000003
1,16,2013-06-14,13818.221875000003
1,16,2013-06-21,13818.221875000003
1,16,2013-06-28,13818.221875000003
1,16,2013-07-05,13818.221875000003
1,16,2013-07-12,13818.221875000003
1,16,2013-07-19,13818.221875000003
1,16,2013-07-26,13818.221875000003
1,17,2012-11-02,16436.017999999996
1,17,2012-11-09,16436.017999999996
1,17,2012-11-16,16436.017999999996
1,17,2012-11-23,16436.017999999996
1,17,2012-11-30,16436.017999999996
1,17,2012-12-07,16436.017999999996
1,17,2012-12-14,16436.017999999996
1,17,2012-12-21,16436.017999999996
1,17,2012-12-28,16436.017999999996
1,17,2013-01-04,16436.017999999996
1,17,2013-01-11,16436.017999999996
1,17,2013-01-18,16436.017999999996
1,17,2013-01-25,16436.017999999996
1,17,2013-02-01,16436.017999999996
1,17,2013-02-08,16436.017999999996
1,17,2013-02-15,16436.017999999996
1,17,2013-02-22,16436.017999999996
1,17,2013-03-01,16436.017999999996
1,17,2013-03-08,16436.017999999996
1,17,2013-03-15,16436.017999999996
1,17,2013-03-22,16436.017999999996
1,17,2013-03-29,16436.017999999996
1,17,2013-04-05,16436.017999999996
1,17,2013-04-12,16436.017999999996
1,17,2013-04-19,16436.017999999996
1,17,2013-04-26,16436.017999999996
1,17,2013-05-03,13818.221875000003
1,17,2013-05-10,13818.221875000003
1,17,2013-05-17,13818.221875000003
1,17,2013-05-24,13818.221875000003
1,17,2013-05-31,13818.221875000003
1,17,2013-06-07,13818.221875000003
1,17,2013-06-14,13818.221875000003
1,17,2013-06-21,13818.221875000003
1,17,2013-06-28,13818.221875000003
1,17,2013-07-05,13818.221875000003
1,17,2013-07-12,13818.221875000003
1,17,2013-07-19,13818.221875000003
1,17,2013-07-26,13818.221875000003
1,18,2012-11-02,16436.017999999996
1,18,2012-11-09,16436.017999999996
1,18,2012-11-16,16436.017999999996
1,18,2012-11-23,16436.017999999996
1,18,2012-11-30,16436.017999999996
1,18,2012-12-07,16436.017999999996
1,18,2012-12-14,16436.017999999996
1,18,2012-12-21,16436.017999999996
1,18,2012-12-28,16436.017999999996
1,18,2013-01-04,16436.017999999996
1,18,2013-01-11,16436.017999999996
1,18,2013-01-18,16436.017999999996
1,18,2013-01-25,16436.017999999996
1,18,2013-02-01,16436.017999999996
1,18,2013-02-08,16436.017999999996
1,18,2013-02-15,16436.017999999996
1,18,2013-02-22,16436.017999999996
1,18,2013-03-01,16436.017999999996
1,18,2013-03-08,16436.017999999996
1,18,2013-03-15,16436.017999999996
1,18,2013-03-22,16436.017999999996
1,18,2013-03-29,16436.017999999996
1,18,2013-04-05,16436.017999999996
1,18,2013-04-12,16436.017999999996
1,18,2013-04-19,16436.017999999996
1,18,2013-04-26,16436.017999999996
1,18,2013-05-03,13818.221875000003
1,18,2013-05-10,13818.221875000003
1,18,2013-05-17,13818.221875000003
1,18,2013-05-24,13818.221875000003
1,18,2013-06-07,13818.221875000003
1,18,2013-07-05,13818.221875000003
1,19,2012-11-02,16436.017999999996
1,19,2012-11-09,16436.017999999996
1,19,2012-11-16,16436.017999999996
1,19,2012-11-23,16436.017999999996
1,19,2012-11-30,16436.017999999996
1,19,2012-12-07,16436.017999999996
1,19,2012-12-14,16436.017999999996
1,19,2012-12-21,16436.017999999996
1,19,2012-12-28,16436.017999999996
1,19,2013-01-04,16436.017999999996
1,19,2013-01-11,16436.017999999996
1,19,2013-01-18,16436.017999999996
1,19,2013-01-25,16436.017999999996
1,19,2013-02-01,16436.017999999996
1,19,2013-02-08,16436.017999999996
1,19,2013-02-15,16436.017999999996
1,19,2013-02-22,16436.017999999996
1,19,2013-03-01,16436.017999999996
1,19,2013-03-08,16436.017999999996
1,19,2013-03-15,16436.017999999996
1,19,2013-03-22,16436.017999999996
1,19,2013-03-29,16436.017999999996
1,19,2013-04-05,16436.017999999996
1,19,2013-04-12,16436.017999999996
1,19,2013-04-19,16436.017999999996
1,19,2013-04-26,16436.017999999996
1,19,2013-05-03,13818.221875000003
1,19,2013-05-10,13818.221875000003
1,19,2013-05-17,13818.221875000003
1,19,2013-05-24,13818.221875000003
1,19,2013-05-31,13818.221875000003
1,19,2013-06-07,13818.221875000003
1,19,2013-06-14,13818.221875000003
1,19,2013-06-21,13818.221875000003
1,19,2013-06-28,13818.221875000003
1,19,2013-07-05,13818.221875000003
1,19,2013-07-12,13818.221875000003
1,19,2013-07-19,13818.221875000003
1,19,2013-07-26,13818.221875000003
1,20,2012-11-02,16436.017999999996
1,20,2012-11-09,16436.017999999996
1,20,2012-11-16,16436.017999999996
1,20,2012-11-23,16436.017999999996
1,20,2012-11-30,16436.017999999996
1,20,2012-12-07,16436.017999999996
1,20,2012-12-14,16436.017999999996
1,20,2012-12-21,16436.017999999996
1,20,2012-12-28,16436.017999999996
1,20,2013-01-04,16436.017999999996
1,20,2013-01-11,16436.017999999996
1,20,2013-01-18,16436.017999999996
1,20,2013-01-25,16436.017999999996
1,20,2013-02-01,16436.017999999996
1,20,2013-02-08,16436.017999999996
1,20,2013-02-15,16436.017999999996
1,20,2013-02-22,16436.017999999996
1,20,2013-03-01,16436.017999999996
1,20,2013-03-08,16436.017999999996
1,20,2013-03-15,16436.017999999996
1,20,2013-03-22,16436.017999999996
1,20,2013-03-29,16436.017999999996
1,20,2013-04-05,16436.017999999996
1,20,2013-04-12,16436.017999999996
1,20,2013-04-19,16436.017999999996
1,20,2013-04-26,16436.017999999996
1,20,2013-05-03,13818.221875000003
1,20,2013-05-10,13818.221875000003
1,20,2013-05-17,13818.221875000003
1,20,2013-05-24,13818.221875000003
1,20,2013-05-31,13818.221875000003
1,20,2013-06-07,13818.221875000003
1,20,2013-06-14,13818.221875000003
1,20,2013-06-21,13818.221875000003
1,20,2013-06-28,13818.221875000003
1,20,2013-07-05,13818.221875000003
1,20,2013-07-12,13818.221875000003
1,20,2013-07-19,13818.221875000003
1,20,2013-07-26,13818.221875000003
